zip,city,state,county,latitude,longitude,10_year_price,5_year_price,current_price,10_year_growth,5_year_growth
32456,Port Saint Joe,FL,Gulf,29.8119,-85.303,"194,885.00","251,485.00","330,468.00",0.70,0.31
32127,Port Orange,FL,Volusia,29.1383,-80.9956,"153,150.00","209,622.00","314,968.00",1.06,0.50
32128,Port Orange,FL,Volusia,29.1383,-80.9956,"195,060.00","262,418.00","366,006.00",0.88,0.39
32129,Port Orange,FL,Volusia,29.1372,-81.0241,"115,004.00","158,885.00","250,886.00",1.18,0.58
33946,Placida,FL,Charlotte,26.8323,-82.2648,"337,878.00","390,133.00","529,580.00",0.57,0.36
33948,Port Charlotte,FL,Charlotte,26.9827,-82.1412,"95,863.00","163,310.00","251,908.00",1.63,0.54
33952,Port Charlotte,FL,Charlotte,26.9905,-82.0964,"68,416.00","125,819.00","205,564.00",2.00,0.63
33953,Port Charlotte,FL,Charlotte,27.004,-82.2117,"159,056.00","237,278.00","328,533.00",1.07,0.38
33954,Port Charlotte,FL,Charlotte,27.0228,-82.1108,"114,549.00","184,925.00","278,614.00",1.43,0.51
33981,Port Charlotte,FL,Charlotte,26.9379,-82.2388,"141,120.00","220,078.00","329,567.00",1.34,0.50
32082,Ponte Vedra Beach,FL,Saint Johns,30.1223,-81.3627,"382,919.00","485,818.00","674,742.00",0.76,0.39
32081,Ponte Vedra,FL,Saint Johns,30.1204,-81.4128,"286,209.00","376,276.00","510,816.00",0.78,0.36
32455,Ponce De Leon,FL,Holmes,30.7041,-85.9546,"72,616.00","107,440.00","152,991.00",1.11,0.42
33060,Pompano Beach,FL,Broward,26.2315,-80.1235,"133,381.00","214,650.00","321,839.00",1.41,0.50
33062,Pompano Beach,FL,Broward,26.2343,-80.0941,"221,334.00","308,767.00","394,768.00",0.78,0.28
33064,Pompano Beach,FL,Broward,26.2785,-80.1157,"100,400.00","172,241.00","279,565.00",1.78,0.62
33069,Pompano Beach,FL,Broward,26.2288,-80.1635,"95,289.00","140,227.00","198,311.00",1.08,0.41
32181,Pomona Park,FL,Putnam,29.5002,-81.5915,"77,105.00","98,709.00","165,810.00",1.15,0.68
33868,Polk City,FL,Polk,28.1987,-81.8083,"105,127.00","156,531.00","255,508.00",1.43,0.63
33317,Fort Lauderdale,FL,Broward,26.1122,-80.2264,"177,992.00","279,252.00","410,947.00",1.31,0.47
33324,Fort Lauderdale,FL,Broward,26.1255,-80.2644,"134,213.00","206,674.00","284,691.00",1.12,0.38
33563,Plant City,FL,Hillsborough,28.013,-82.1339,"87,157.00","127,010.00","227,378.00",1.61,0.79
33565,Plant City,FL,Hillsborough,28.0699,-82.1576,"161,996.00","216,141.00","355,126.00",1.19,0.64
33566,Plant City,FL,Hillsborough,28.0094,-82.1138,"141,007.00","195,029.00","301,406.00",1.14,0.55
33567,Plant City,FL,Hillsborough,27.922,-82.1216,"147,775.00","197,242.00","316,603.00",1.14,0.61
32350,Pinetta,FL,Madison,30.5997,-83.3405,"64,073.00","105,497.00","147,129.00",1.30,0.39
33781,Pinellas Park,FL,Pinellas,27.8387,-82.7151,"88,490.00","142,660.00","238,704.00",1.70,0.67
33782,Pinellas Park,FL,Pinellas,27.8681,-82.7086,"87,405.00","137,070.00","240,033.00",1.75,0.75
33156,Miami,FL,Miami-Dade,25.6682,-80.2973,"535,051.00","793,890.00","953,481.00",0.78,0.20
32808,Orlando,FL,Orange,28.5803,-81.4396,"56,589.00","106,328.00","207,032.00",2.66,0.95
32818,Orlando,FL,Orange,28.5801,-81.4846,"95,764.00","165,332.00","270,157.00",1.82,0.63
32809,Orlando,FL,Orange,28.4637,-81.3948,"87,493.00","149,593.00","252,827.00",1.89,0.69
32180,Pierson,FL,Volusia,29.2226,-81.4353,"118,539.00","158,458.00","256,230.00",1.16,0.62
32347,Perry,FL,Taylor,30.1668,-83.616,"54,245.00","85,132.00","112,939.00",1.08,0.33
32348,Perry,FL,Taylor,29.9665,-83.6594,"61,554.00","92,385.00","119,731.00",0.95,0.30
32501,Pensacola,FL,Escambia,30.4223,-87.2248,"89,199.00","110,923.00","181,967.00",1.04,0.64
32502,Pensacola,FL,Escambia,30.4095,-87.2229,"102,684.00","130,692.00","237,947.00",1.32,0.82
32503,Pensacola,FL,Escambia,30.4564,-87.2104,"117,168.00","143,470.00","228,212.00",0.95,0.59
32504,Pensacola,FL,Escambia,30.4873,-87.1872,"112,597.00","133,211.00","203,503.00",0.81,0.53
32505,Pensacola,FL,Escambia,30.4481,-87.2589,"56,940.00","57,816.00","78,760.00",0.38,0.36
32506,Pensacola,FL,Escambia,30.4129,-87.3092,"96,486.00","111,407.00","175,612.00",0.82,0.58
32507,Pensacola,FL,Escambia,30.3737,-87.3126,"153,388.00","184,688.00","277,526.00",0.81,0.50
32514,Pensacola,FL,Escambia,30.5241,-87.2167,"113,506.00","130,058.00","197,466.00",0.74,0.52
32526,Pensacola,FL,Escambia,30.4756,-87.3179,"114,790.00","133,857.00","201,706.00",0.76,0.51
32534,Pensacola,FL,Escambia,30.5301,-87.2793,"98,892.00","116,056.00","175,447.00",0.77,0.51
33024,Hollywood,FL,Broward,26.0296,-80.2489,"140,795.00","233,195.00","352,953.00",1.51,0.51
33026,Hollywood,FL,Broward,26.0229,-80.2974,"154,947.00","246,256.00","342,175.00",1.21,0.39
33028,Pembroke Pines,FL,Broward,26.0185,-80.3449,"259,347.00","379,444.00","503,979.00",0.94,0.33
33029,Hollywood,FL,Broward,25.9924,-80.4089,"273,307.00","390,785.00","518,307.00",0.90,0.33
34219,Parrish,FL,Manatee,27.5572,-82.396,"189,155.00","280,621.00","389,963.00",1.06,0.39
33076,Pompano Beach,FL,Broward,26.3168,-80.2753,"373,659.00","493,612.00","637,094.00",0.71,0.29
32407,Panama City Beach,FL,Bay,30.2007,-85.8136,"185,278.00","224,066.00","321,921.00",0.74,0.44
32408,Panama City,FL,Bay,30.1655,-85.7116,"183,796.00","227,454.00","329,413.00",0.79,0.45
32413,Panama City Beach,FL,Bay,30.3105,-85.9106,"202,433.00","258,438.00","383,999.00",0.90,0.49
32461,Rosemary Beach,FL,Walton,30.2835,-86.0305,"530,241.00","787,005.00","1,174,055.00",1.21,0.49
32401,Panama City,FL,Bay,30.1606,-85.6494,"92,412.00","106,298.00","163,259.00",0.77,0.54
32404,Panama City,FL,Bay,30.1653,-85.5763,"136,260.00","159,905.00","219,598.00",0.61,0.37
32405,Panama City,FL,Bay,30.1949,-85.6727,"141,916.00","165,597.00","228,842.00",0.61,0.38
32346,Panacea,FL,Wakulla,30.0153,-84.3912,"214,763.00","245,986.00","309,309.00",0.44,0.26
34221,Palmetto,FL,Manatee,27.5429,-82.563,"128,233.00","205,715.00","303,300.00",1.37,0.47
33461,Lake Worth,FL,Palm Beach,26.6232,-80.0946,"81,072.00","151,647.00","242,158.00",1.99,0.60
33619,Tampa,FL,Hillsborough,27.9382,-82.3756,"62,188.00","104,142.00","215,515.00",2.47,1.07
32137,Palm Coast,FL,Flagler,29.5565,-81.219,"177,820.00","237,149.00","335,181.00",0.88,0.41
32164,Palm Coast,FL,Flagler,29.4861,-81.2045,"126,767.00","181,497.00","269,361.00",1.12,0.48
33410,Palm Beach Gardens,FL,Palm Beach,26.8234,-80.1387,"215,337.00","329,258.00","438,637.00",1.04,0.33
33418,Palm Beach Gardens,FL,Palm Beach,26.8234,-80.1387,"273,136.00","382,126.00","504,586.00",0.85,0.32
33480,Palm Beach,FL,Palm Beach,26.7206,-80.0388,"518,082.00","716,573.00","933,700.00",0.80,0.30
32905,Palm Bay,FL,Brevard,28.0313,-80.5995,"65,907.00","111,258.00","191,078.00",1.90,0.72
32907,Palm Bay,FL,Brevard,28.0168,-80.6739,"83,584.00","150,941.00","240,904.00",1.88,0.60
32908,Palm Bay,FL,Brevard,27.9816,-80.6894,"80,939.00","154,244.00","244,056.00",2.02,0.58
32909,Palm Bay,FL,Brevard,27.9694,-80.6473,"84,175.00","155,147.00","244,982.00",1.91,0.58
32177,Palatka,FL,Putnam,29.6577,-81.6595,"63,725.00","88,369.00","150,581.00",1.36,0.70
32767,Paisley,FL,Lake,28.9993,-81.503,"73,037.00","96,060.00","159,791.00",1.19,0.66
33476,Pahokee,FL,Palm Beach,26.8142,-80.6629,"80,631.00","76,933.00","147,795.00",0.83,0.92
32571,Milton,FL,Santa Rosa,30.6698,-87.1794,"151,354.00","175,927.00","266,993.00",0.76,0.52
32765,Oviedo,FL,Seminole,28.6513,-81.2066,"185,345.00","269,046.00","382,810.00",1.07,0.42
32766,Oviedo,FL,Seminole,28.6607,-81.1134,"238,786.00","334,704.00","469,781.00",0.97,0.40
32683,Otter Creek,FL,Levy,29.3109,-82.7945,"31,592.00","40,296.00","48,868.00",0.55,0.21
34229,Osprey,FL,Sarasota,27.1838,-82.4853,"336,436.00","444,463.00","579,896.00",0.72,0.30
32174,Ormond Beach,FL,Volusia,29.2833,-81.0882,"160,792.00","214,888.00","317,862.00",0.98,0.48
32176,Ormond Beach,FL,Volusia,29.3222,-81.0584,"152,928.00","214,702.00","322,474.00",1.11,0.50
32801,Orlando,FL,Orange,28.5399,-81.3727,"157,973.00","261,811.00","333,429.00",1.11,0.27
32803,Orlando,FL,Orange,28.5559,-81.3535,"165,729.00","261,841.00","380,023.00",1.29,0.45
32804,Orlando,FL,Orange,28.5754,-81.3955,"184,932.00","290,563.00","412,389.00",1.23,0.42
32805,Orlando,FL,Orange,28.5302,-81.4045,"49,575.00","90,961.00","196,541.00",2.96,1.16
32806,Orlando,FL,Orange,28.514,-81.357,"157,743.00","247,794.00","365,676.00",1.32,0.48
32807,Orlando,FL,Orange,28.5515,-81.3051,"81,125.00","150,213.00","257,545.00",2.17,0.71
32810,Orlando,FL,Orange,28.6214,-81.4294,"84,090.00","149,797.00","252,152.00",2.00,0.68
32811,Orlando,FL,Orange,28.5163,-81.4516,"55,419.00","98,728.00","178,515.00",2.22,0.81
32812,Orlando,FL,Orange,28.4998,-81.3288,"139,725.00","217,872.00","331,193.00",1.37,0.52
32814,Orlando,FL,Orange,28.5702,-81.3265,"314,543.00","445,057.00","577,633.00",0.84,0.30
32817,Orlando,FL,Orange,28.5891,-81.2277,"128,153.00","205,778.00","310,237.00",1.42,0.51
32822,Orlando,FL,Orange,28.4944,-81.2902,"77,323.00","138,908.00","237,047.00",2.07,0.71
32824,Orlando,FL,Orange,28.3932,-81.3622,"127,729.00","219,052.00","317,345.00",1.48,0.45
32825,Orlando,FL,Orange,28.5469,-81.2571,"125,123.00","204,918.00","309,871.00",1.48,0.51
32826,Orlando,FL,Orange,28.5826,-81.1907,"114,522.00","185,849.00","291,231.00",1.54,0.57
32827,Orlando,FL,Orange,28.4317,-81.343,"242,621.00","352,943.00","459,848.00",0.90,0.30
32828,Orlando,FL,Orange,28.5523,-81.1795,"165,584.00","261,254.00","370,630.00",1.24,0.42
32829,Orlando,FL,Orange,28.4671,-81.2417,"132,792.00","216,494.00","315,194.00",1.37,0.46
32832,Orlando,FL,Orange,28.3774,-81.1888,"191,174.00","295,073.00","400,021.00",1.09,0.36
32835,Orlando,FL,Orange,28.5289,-81.4787,"113,729.00","180,066.00","261,762.00",1.30,0.45
32837,Orlando,FL,Orange,28.3949,-81.4179,"139,517.00","226,505.00","324,755.00",1.33,0.43
32839,Orlando,FL,Orange,28.4871,-81.4082,"78,289.00","130,086.00","226,065.00",1.89,0.74
32065,Orange Park,FL,Clay,30.1382,-81.7742,"142,465.00","184,788.00","279,007.00",0.96,0.51
32073,Orange Park,FL,Clay,30.1637,-81.7291,"130,397.00","161,513.00","255,207.00",0.96,0.58
32763,Orange City,FL,Volusia,28.9453,-81.2995,"79,289.00","124,711.00","226,417.00",1.86,0.82
33865,Ona,FL,Hardee,27.4127,-81.928,"125,788.00","191,608.00","246,825.00",0.96,0.29
32680,Old Town,FL,Dixie,29.6699,-83.005,"52,966.00","88,253.00","117,397.00",1.22,0.33
33556,Odessa,FL,Hillsborough,28.1421,-82.5905,"260,765.00","357,001.00","512,983.00",0.97,0.44
32179,Ocklawaha,FL,Marion,29.0643,-81.8857,"75,973.00","92,708.00","155,995.00",1.05,0.68
34141,Ochopee,FL,Collier,25.8734,-81.1599,"61,410.00","76,688.00","138,144.00",1.25,0.80
33309,Fort Lauderdale,FL,Broward,26.1817,-80.1746,"106,615.00","177,626.00","288,747.00",1.71,0.63
33334,Fort Lauderdale,FL,Broward,26.1845,-80.1344,"145,036.00","235,556.00","353,075.00",1.43,0.50
32759,Oak Hill,FL,Volusia,28.87,-80.8551,"125,576.00","149,504.00","261,002.00",1.08,0.75
32071,O Brien,FL,Suwannee,30.0381,-82.93,"86,007.00","134,134.00","169,814.00",0.97,0.27
34292,Venice,FL,Sarasota,27.09,-82.37,"104,330.00","183,799.00","277,626.00",1.66,0.51
34293,Venice,FL,Sarasota,27.0606,-82.352,"90,904.00","153,977.00","235,005.00",1.59,0.53
34295,Englewood,FL,Sarasota,27.086,-82.4389,"120,041.00","201,518.00","290,746.00",1.42,0.44
34420,Belleview,FL,Marion,29.0531,-82.0375,"144,449.00","227,214.00","305,330.00",1.11,0.34
34421,Belleview,FL,Marion,29.2407,-82.0875,"110,386.00","188,078.00","283,297.00",1.57,0.51
33408,North Palm Beach,FL,Palm Beach,26.8289,-80.0603,"241,828.00","357,473.00","478,842.00",0.98,0.34
33162,Miami,FL,Miami-Dade,25.9286,-80.183,"121,367.00","213,812.00","347,096.00",1.86,0.62
33161,Miami,FL,Miami-Dade,25.8934,-80.1758,"123,843.00","226,020.00","355,511.00",1.87,0.57
33168,Miami,FL,Miami-Dade,25.8902,-80.2101,"114,004.00","182,316.00","325,527.00",1.86,0.79
33181,Miami,FL,Miami-Dade,25.8965,-80.157,"121,035.00","222,285.00","251,545.00",1.08,0.13
33068,Pompano Beach,FL,Broward,26.216,-80.2205,"98,262.00","169,014.00","276,137.00",1.81,0.63
33903,North Fort Myers,FL,Lee,26.693,-81.9125,"96,016.00","159,335.00","232,396.00",1.42,0.46
33917,North Fort Myers,FL,Lee,26.7357,-81.8435,"125,702.00","183,976.00","254,421.00",1.02,0.38
34290,North Port,FL,Sarasota,27.0459,-82.2491,"227,423.00","326,154.00","433,098.00",0.90,0.33
32578,Niceville,FL,Okaloosa,30.5169,-86.4822,"222,885.00","261,495.00","382,112.00",0.71,0.46
32669,Newberry,FL,Alachua,29.6609,-82.5852,"166,128.00","200,171.00","273,365.00",0.65,0.37
32168,New Smyrna Beach,FL,Volusia,29.0247,-80.9584,"151,312.00","201,710.00","304,706.00",1.01,0.51
32169,New Smyrna Beach,FL,Volusia,29.0172,-80.8885,"240,689.00","320,557.00","467,417.00",0.94,0.46
32266,Neptune Beach,FL,Duval,30.3155,-81.4051,"266,069.00","385,078.00","596,906.00",1.24,0.55
32566,Navarre,FL,Santa Rosa,30.4212,-86.8926,"194,169.00","222,506.00","343,546.00",0.77,0.54
34102,Naples,FL,Collier,26.134,-81.7953,"466,635.00","732,971.00","944,100.00",1.02,0.29
34103,Naples,FL,Collier,26.1917,-81.8039,"447,023.00","709,861.00","878,887.00",0.97,0.24
34104,Naples,FL,Collier,26.1529,-81.7417,"153,881.00","234,415.00","283,132.00",0.84,0.21
34105,Naples,FL,Collier,26.1938,-81.7636,"192,735.00","289,910.00","347,159.00",0.80,0.20
34108,Naples,FL,Collier,26.2416,-81.8071,"471,724.00","683,220.00","829,714.00",0.76,0.21
34109,Naples,FL,Collier,26.2534,-81.7644,"263,793.00","386,420.00","451,688.00",0.71,0.17
34110,Naples,FL,Collier,26.2823,-81.7573,"275,005.00","394,671.00","464,796.00",0.69,0.18
34112,Naples,FL,Collier,26.1184,-81.7361,"148,057.00","218,846.00","264,726.00",0.79,0.21
34113,Naples,FL,Collier,26.0426,-81.7182,"206,353.00","307,813.00","374,044.00",0.81,0.22
34114,Naples,FL,Collier,26.0143,-81.5856,"226,919.00","306,787.00","374,215.00",0.65,0.22
34116,Naples,FL,Collier,26.1873,-81.711,"117,985.00","227,961.00","342,415.00",1.90,0.50
34117,Naples,FL,Collier,26.1156,-81.5239,"148,062.00","274,523.00","386,316.00",1.61,0.41
34119,Naples,FL,Collier,26.2665,-81.7146,"303,420.00","433,832.00","513,495.00",0.69,0.18
34120,Naples,FL,Collier,26.3304,-81.5871,"175,224.00","302,770.00","391,559.00",1.23,0.29
34287,North Port,FL,Sarasota,27.0478,-82.2416,"220,223.00","313,356.00","503,576.00",1.29,0.61
33835,Bradley,FL,Polk,27.6993,-81.9494,"45,177.00","53,232.00","119,271.00",1.64,1.24
33860,Mulberry,FL,Polk,27.902,-82.0015,"96,527.00","144,731.00","236,787.00",1.45,0.64
32757,Mount Dora,FL,Lake,28.774,-81.6439,"147,225.00","198,956.00","299,123.00",1.03,0.50
32668,Morriston,FL,Levy,29.2813,-82.4917,"115,908.00","156,454.00","210,298.00",0.81,0.34
33471,Moore Haven,FL,Glades,26.8327,-81.2188,"71,999.00","98,611.00","121,372.00",0.69,0.23
33944,Palmdale,FL,Glades,26.9464,-81.3091,"56,556.00","78,043.00","93,226.00",0.65,0.19
32344,Monticello,FL,Jefferson,30.5197,-83.8925,"91,292.00","147,071.00","185,191.00",1.03,0.26
32577,Molino,FL,Escambia,30.6902,-87.3852,"140,956.00","162,162.00","235,544.00",0.67,0.45
32550,Miramar Beach,FL,Walton,30.385,-86.3473,"315,232.00","392,306.00","564,385.00",0.79,0.44
33023,Hollywood,FL,Broward,25.9894,-80.2153,"121,612.00","199,193.00","341,676.00",1.81,0.72
33025,Hollywood,FL,Broward,25.9921,-80.2712,"124,140.00","211,756.00","301,223.00",1.43,0.42
33027,Hollywood,FL,Broward,25.9974,-80.3248,"172,257.00","270,938.00","364,699.00",1.12,0.35
32754,Mims,FL,Brevard,28.6974,-80.8663,"124,715.00","188,061.00","303,285.00",1.43,0.61
32764,Osteen,FL,Volusia,28.8426,-81.1562,"164,631.00","234,733.00","366,941.00",1.23,0.56
32530,Bagdad,FL,Santa Rosa,30.5986,-87.0315,"94,034.00","108,765.00","188,390.00",1.00,0.73
32570,Milton,FL,Santa Rosa,30.6604,-87.0473,"116,980.00","131,270.00","209,909.00",0.79,0.60
32583,Milton,FL,Santa Rosa,30.5761,-87.0663,"121,947.00","138,522.00","221,950.00",0.82,0.60
32343,Midway,FL,Gadsden,30.485,-84.4768,"92,444.00","134,504.00","184,191.00",0.99,0.37
32068,Middleburg,FL,Clay,30.084,-81.8645,"139,747.00","169,561.00","264,876.00",0.90,0.56
32976,Sebastian,FL,Brevard,27.8679,-80.5416,"73,016.00","109,317.00","166,934.00",1.29,0.53
32664,Mc Intosh,FL,Marion,29.438,-82.2295,"104,106.00","147,223.00","231,575.00",1.22,0.57
32667,Micanopy,FL,Alachua,29.5122,-82.3053,"136,758.00","167,005.00","245,795.00",0.80,0.47
33166,Miami,FL,Miami-Dade,25.8301,-80.2926,"193,521.00","321,792.00","418,983.00",1.17,0.30
33054,Opa Locka,FL,Miami-Dade,25.9097,-80.247,"91,864.00","167,496.00","294,564.00",2.21,0.76
33055,Opa Locka,FL,Miami-Dade,25.9476,-80.2778,"124,221.00","213,767.00","347,961.00",1.80,0.63
33056,Miami Gardens,FL,Miami-Dade,25.942,-80.2456,"119,042.00","196,901.00","329,519.00",1.77,0.67
33169,Miami,FL,Miami-Dade,25.9441,-80.2144,"122,005.00","201,108.00","333,862.00",1.74,0.66
33139,Miami Beach,FL,Miami-Dade,25.7873,-80.1564,"227,855.00","354,546.00","338,766.00",0.49,-0.04
33140,Miami Beach,FL,Miami-Dade,25.8198,-80.1337,"357,076.00","558,030.00","538,160.00",0.51,-0.04
33141,Miami Beach,FL,Miami-Dade,25.8486,-80.1446,"171,081.00","286,896.00","298,938.00",0.75,0.04
33125,Miami,FL,Miami-Dade,25.7825,-80.2341,"125,751.00","234,784.00","358,501.00",1.85,0.53
33126,Miami,FL,Miami-Dade,25.7763,-80.2919,"105,612.00","181,654.00","232,527.00",1.20,0.28
33127,Miami,FL,Miami-Dade,25.8143,-80.2051,"86,473.00","193,082.00","346,667.00",3.01,0.80
33128,Miami,FL,Miami-Dade,25.7756,-80.2089,"95,120.00","173,078.00","204,138.00",1.15,0.18
33129,Miami,FL,Miami-Dade,25.7559,-80.2013,"292,961.00","484,580.00","502,572.00",0.72,0.04
33130,Miami,FL,Miami-Dade,25.7672,-80.2059,"213,208.00","330,050.00","338,089.00",0.59,0.02
33131,Miami,FL,Miami-Dade,25.7629,-80.1895,"296,318.00","417,255.00","403,430.00",0.36,-0.03
33132,Miami,FL,Miami-Dade,25.7867,-80.18,"278,632.00","411,721.00","387,975.00",0.39,-0.06
33133,Miami,FL,Miami-Dade,25.7378,-80.2248,"367,809.00","593,863.00","699,072.00",0.90,0.18
33135,Miami,FL,Miami-Dade,25.7664,-80.2317,"140,583.00","257,193.00","376,592.00",1.68,0.46
33136,Miami,FL,Miami-Dade,25.7864,-80.2042,"109,432.00","204,060.00","229,677.00",1.10,0.13
33137,Miami,FL,Miami-Dade,25.8156,-80.1897,"232,340.00","461,323.00","454,383.00",0.96,-0.02
33138,Miami,FL,Miami-Dade,25.8521,-80.1821,"243,645.00","434,726.00","549,751.00",1.26,0.26
33142,Miami,FL,Miami-Dade,25.813,-80.232,"79,233.00","143,905.00","291,398.00",2.68,1.02
33144,Miami,FL,Miami-Dade,25.7626,-80.3096,"188,251.00","308,956.00","441,354.00",1.34,0.43
33145,Miami,FL,Miami-Dade,25.7539,-80.2253,"207,953.00","390,558.00","516,152.00",1.48,0.32
33150,Miami,FL,Miami-Dade,25.8512,-80.207,"97,142.00","169,855.00","316,464.00",2.26,0.86
33155,Miami,FL,Miami-Dade,25.7392,-80.3103,"214,467.00","355,762.00","485,163.00",1.26,0.36
32410,Mexico Beach,FL,Bay,29.9395,-85.4096,"192,458.00","271,666.00","316,709.00",0.65,0.17
32952,Merritt Island,FL,Brevard,28.2764,-80.6568,"162,579.00","249,887.00","372,423.00",1.29,0.49
32953,Merritt Island,FL,Brevard,28.3888,-80.7301,"154,525.00","241,771.00","358,446.00",1.32,0.48
32666,Melrose,FL,Putnam,29.7325,-82.0279,"124,399.00","161,992.00","234,254.00",0.88,0.45
32951,Melbourne Beach,FL,Brevard,28.0219,-80.5389,"264,785.00","380,800.00","529,591.00",1.00,0.39
32901,Melbourne,FL,Brevard,28.0691,-80.62,"86,464.00","139,611.00","220,673.00",1.55,0.58
32903,Indialantic,FL,Brevard,28.1091,-80.5787,"226,973.00","346,392.00","484,018.00",1.13,0.40
32934,Melbourne,FL,Brevard,28.1331,-80.7112,"193,643.00","277,269.00","402,421.00",1.08,0.45
32935,Melbourne,FL,Brevard,28.1384,-80.6524,"84,797.00","136,915.00","224,102.00",1.64,0.64
32940,Melbourne,FL,Brevard,28.2061,-80.685,"181,701.00","271,857.00","380,364.00",1.09,0.40
32568,Mc David,FL,Escambia,30.8686,-87.4539,"113,988.00","119,487.00","173,069.00",0.52,0.45
32062,Mc Alpin,FL,Suwannee,30.1509,-82.9662,"96,842.00","150,980.00","193,841.00",1.00,0.28
