zip,city,state,county,latitude,longitude,10_year_price,5_year_price,current_price,10_year_growth,5_year_growth
32066,Mayo,FL,Lafayette,30.04,-83.1462,"63,179.00","107,232.00","155,604.00",1.46,0.45
32569,Mary Esther,FL,Okaloosa,30.4085,-86.7352,"148,585.00","172,135.00","274,407.00",0.85,0.59
32446,Marianna,FL,Jackson,30.7996,-85.2293,"85,147.00","125,019.00","155,934.00",0.83,0.25
32448,Marianna,FL,Jackson,30.6749,-85.2122,"57,358.00","82,476.00","107,779.00",0.88,0.31
33063,Pompano Beach,FL,Broward,26.2674,-80.2092,"91,178.00","157,688.00","238,130.00",1.61,0.51
34145,Marco Island,FL,Collier,25.9388,-81.6968,"389,942.00","554,842.00","689,660.00",0.77,0.24
33050,Marathon,FL,Monroe,24.7279,-81.0386,437171,"492,886.00","612,897.00",0.40,0.24
32626,Chiefland,FL,Levy,29.4832,-82.8809,"80,711.00","109,491.00","141,275.00",0.75,0.29
32445,Malone,FL,Jackson,30.9602,-85.1639,"45,248.00","66,507.00","83,015.00",0.83,0.25
32950,Malabar,FL,Brevard,27.9761,-80.5788,"203,486.00","282,792.00","433,506.00",1.13,0.53
32751,Maitland,FL,Orange,28.6255,-81.3646,"180,781.00","278,326.00","396,517.00",1.19,0.42
32340,Madison,FL,Madison,30.4802,-83.4067,"58,958.00","89,423.00","111,991.00",0.90,0.25
33708,Saint Petersburg,FL,Pinellas,27.8116,-82.8014,"227,152.00","326,753.00","489,640.00",1.16,0.50
32063,Macclenny,FL,Baker,30.2737,-82.1325,"103,527.00","156,253.00","214,322.00",1.07,0.37
32409,Panama City,FL,Bay,30.3117,-85.6923,"186,478.00","221,888.00","296,820.00",0.59,0.34
32444,Lynn Haven,FL,Bay,30.2362,-85.6467,"170,276.00","200,890.00","268,596.00",0.58,0.34
33548,Lutz,FL,Hillsborough,28.1385,-82.4821,"258,376.00","336,757.00","481,557.00",0.86,0.43
33549,Lutz,FL,Hillsborough,28.1367,-82.461,"163,058.00","231,757.00","355,084.00",1.18,0.53
33558,Lutz,FL,Hillsborough,28.1474,-82.5152,"231,234.00","313,837.00","444,170.00",0.92,0.42
33559,Lutz,FL,Pasco,28.1801,-82.4169,"130,391.00","192,614.00","306,929.00",1.35,0.59
33470,Loxahatchee,FL,Palm Beach,26.7383,-80.276,"182,636.00","323,014.00","473,414.00",1.59,0.47
33858,Loughman,FL,Polk,28.242,-81.5667,"84,519.00","124,957.00","212,044.00",1.51,0.70
33857,Lorida,FL,Highlands,27.415,-81.1965,"112,456.00","130,184.00","198,927.00",0.77,0.53
32750,Longwood,FL,Seminole,28.712,-81.3552,"137,612.00","215,077.00","323,223.00",1.35,0.50
32779,Longwood,FL,Seminole,28.7168,-81.4126,"217,384.00","309,559.00","424,509.00",0.95,0.37
34228,Longboat Key,FL,Manatee,27.4125,-82.659,"521,157.00","679,080.00","825,405.00",0.58,0.22
32060,Live Oak,FL,Suwannee,30.1759,-83.0304,"87,852.00","134,401.00","172,211.00",0.96,0.28
32064,Live Oak,FL,Suwannee,30.2956,-82.9844,"55,579.00","80,958.00","99,913.00",0.80,0.23
33936,Lehigh Acres,FL,Lee,26.5936,-81.6619,"57,572.00","113,048.00","183,648.00",2.19,0.62
33971,Lehigh Acres,FL,Lee,26.6388,-81.6992,"78,083.00","153,162.00","237,666.00",2.04,0.55
33972,Lehigh Acres,FL,Lee,26.6492,-81.6167,"83,882.00","167,417.00","260,419.00",2.10,0.56
33973,Lehigh Acres,FL,Broward,26.602,-81.7311,"90,549.00","150,613.00","234,725.00",1.59,0.56
33974,Lehigh Acres,FL,Lee,26.5677,-81.5954,"76,778.00","149,928.00","232,750.00",2.03,0.55
33976,Lehigh Acres,FL,Lee,26.5952,-81.6849,"72,578.00","144,833.00","229,768.00",2.17,0.59
32059,Lee,FL,Madison,30.3979,-83.2844,"61,169.00","106,342.00","148,132.00",1.42,0.39
33001,Long Key,FL,Monroe,24.8306,-80.8049,504285,"495,786.00","634,947.00",0.26,0.28
32058,Lawtey,FL,Bradford,30.0472,-82.1055,"66,152.00","96,616.00","140,167.00",1.12,0.45
32567,Laurel Hill,FL,Okaloosa,30.9524,-86.4003,"116,227.00","131,196.00","209,437.00",0.80,0.60
33313,Fort Lauderdale,FL,Broward,26.1487,-80.2075,"54,133.00","77,788.00","125,595.00",1.32,0.61
33319,Fort Lauderdale,FL,Broward,26.1848,-80.2406,"68,913.00","106,518.00","161,938.00",1.35,0.52
33770,Largo,FL,Pinellas,27.917,-82.8027,"112,628.00","168,739.00","294,971.00",1.62,0.75
33771,Largo,FL,Pinellas,27.9085,-82.7568,"85,382.00","126,658.00","223,149.00",1.61,0.76
33773,Largo,FL,Pinellas,27.8802,-82.7534,"111,413.00","165,012.00","266,068.00",1.39,0.61
33774,Largo,FL,Pinellas,27.8839,-82.8265,"128,376.00","182,623.00","305,080.00",1.38,0.67
33778,Largo,FL,Pinellas,27.884,-82.8025,"110,181.00","174,560.00","284,506.00",1.58,0.63
33462,Lake Worth,FL,Palm Beach,26.5747,-80.0794,"129,742.00","205,326.00","308,548.00",1.38,0.50
32336,Lamont,FL,Jefferson,30.3772,-83.8129,"55,669.00","98,174.00","127,797.00",1.30,0.30
33813,Lakeland,FL,Polk,27.9611,-81.9398,"144,175.00","203,542.00","307,230.00",1.13,0.51
33801,Lakeland,FL,Polk,28.0381,-81.9392,"62,619.00","97,676.00","187,220.00",1.99,0.92
33803,Lakeland,FL,Polk,28.014,-81.9523,"100,092.00","147,310.00","239,777.00",1.40,0.63
33805,Lakeland,FL,Polk,28.072,-81.9609,"64,709.00","94,197.00","183,064.00",1.83,0.94
33809,Lakeland,FL,Polk,28.1762,-81.9591,"116,073.00","162,229.00","251,761.00",1.17,0.55
33810,Lakeland,FL,Polk,28.1479,-82.0372,"110,031.00","166,196.00","256,892.00",1.33,0.55
33811,Lakeland,FL,Polk,27.9865,-82.0139,"123,646.00","176,029.00","269,992.00",1.18,0.53
33812,Lakeland,FL,Polk,27.9729,-81.8931,"132,474.00","189,212.00","291,007.00",1.20,0.54
33815,Lakeland,FL,Polk,28.0496,-82.0069,"53,260.00","67,019.00","153,816.00",1.89,1.30
33840,Eaton Park,FL,Polk,28.0086,-81.9076,"35,149.00","46,734.00","157,125.00",3.47,2.36
33460,Lake Worth,FL,Palm Beach,26.6182,-80.056,"92,197.00","178,891.00","297,592.00",2.23,0.66
33853,Lake Wales,FL,Polk,27.9002,-81.5847,"68,871.00","93,953.00","177,812.00",1.58,0.89
33855,Indian Lake Estates,FL,Polk,27.798,-81.3572,"86,200.00","121,559.00","208,542.00",1.42,0.72
33859,Lake Wales,FL,Polk,27.8774,-81.6221,"120,734.00","151,152.00","225,260.00",0.87,0.49
33877,Waverly,FL,Polk,27.9769,-81.6144,"49,131.00","57,579.00","110,688.00",1.25,0.92
33898,Lake Wales,FL,Polk,27.8643,-81.5719,"94,964.00","126,831.00","207,794.00",1.19,0.64
33852,Lake Placid,FL,Highlands,27.2945,-81.3649,"105,761.00","127,983.00","201,197.00",0.90,0.57
33403,West Palm Beach,FL,Palm Beach,26.8035,-80.0756,"101,327.00","185,537.00","283,016.00",1.79,0.53
33538,Lake Panasoffkee,FL,Sumter,28.7953,-82.1363,"72,276.00","93,060.00","157,186.00",1.17,0.69
32746,Lake Mary,FL,Seminole,28.7577,-81.3508,"194,032.00","276,505.00","378,932.00",0.95,0.37
33613,Tampa,FL,Hillsborough,28.0772,-82.4455,"106,662.00","156,540.00","264,668.00",1.48,0.69
32744,Lake Helen,FL,Volusia,28.9806,-81.2334,"96,448.00","141,227.00","238,162.00",1.47,0.69
33851,Lake Hamilton,FL,Polk,28.0369,-81.628,"80,101.00","119,122.00","207,012.00",1.58,0.74
33406,West Palm Beach,FL,Palm Beach,26.6396,-80.0827,"113,839.00","199,724.00","321,904.00",1.83,0.61
32024,Lake City,FL,Columbia,30.1055,-82.6878,"104,854.00","156,449.00","228,252.00",1.18,0.46
32025,Lake City,FL,Columbia,30.1601,-82.6396,"76,260.00","111,929.00","165,146.00",1.17,0.48
32055,Lake City,FL,Columbia,30.2702,-82.6254,"69,065.00","102,824.00","146,860.00",1.13,0.43
32054,Lake Butler,FL,Union,30.0035,-82.3828,"87,755.00","125,817.00","166,941.00",0.90,0.33
32061,Lulu,FL,Columbia,30.0754,-82.5385,"60,259.00","98,793.00","167,386.00",1.78,0.69
33850,Lake Alfred,FL,Polk,28.0895,-81.7271,"90,755.00","133,504.00","218,758.00",1.41,0.64
33935,Labelle,FL,Hendry,26.7321,-81.434,"91,727.00","115,574.00","168,119.00",0.83,0.45
33848,Intercession City,FL,Osceola,28.2774,-81.5069,"47,462.00","82,643.00","158,446.00",2.34,0.92
32656,Keystone Heights,FL,Clay,29.7976,-81.9899,"123,706.00","134,069.00","207,740.00",0.68,0.55
33040,Key West,FL,Monroe,24.5552,-81.7816,"408,619.00","612,023.00","755,777.00",0.85,0.23
33037,Key Largo,FL,Monroe,25.0865,-80.4473,546475,"627,075.00","784,655.00",0.44,0.25
33051,Key Colony Beach,FL,Monroe,24.7234,-81.0203,479847,"565,375.00","683,123.00",0.42,0.21
33149,Key Biscayne,FL,Miami-Dade,25.6921,-80.1625,"815,981.00","1,267,615.00","1,188,351.00",0.46,-0.06
33709,Saint Petersburg,FL,Pinellas,27.8201,-82.7308,"73,391.00","117,879.00","221,106.00",2.01,0.88
33185,Miami,FL,Miami-Dade,25.7274,-80.4497,"233,093.00","356,896.00","471,870.00",1.02,0.32
33193,Miami,FL,Miami-Dade,25.6964,-80.4401,"150,640.00","248,038.00","336,073.00",1.23,0.35
33173,Miami,FL,Miami-Dade,25.6992,-80.3618,"198,727.00","303,168.00","409,274.00",1.06,0.35
33176,Miami,FL,Miami-Dade,25.6574,-80.3627,"207,224.00","323,524.00","440,523.00",1.13,0.36
33183,Miami,FL,Miami-Dade,25.7,-80.413,"133,526.00","223,407.00","300,347.00",1.25,0.34
33458,Jupiter,FL,Palm Beach,26.9339,-80.1201,"223,023.00","334,046.00","457,109.00",1.05,0.37
33477,Jupiter,FL,Palm Beach,26.9217,-80.077,"289,212.00","399,978.00","517,624.00",0.79,0.29
33478,Jupiter,FL,Palm Beach,26.9212,-80.2144,"285,788.00","417,066.00","587,345.00",1.06,0.41
32053,Jennings,FL,Hamilton,30.5482,-83.135,"68,000.00","106,761.00","142,873.00",1.10,0.34
32565,Jay,FL,Santa Rosa,30.8985,-87.1332,"100,012.00","105,009.00","187,211.00",0.87,0.78
32052,Jasper,FL,Hamilton,30.5029,-82.9322,"49,373.00","77,568.00","97,240.00",0.97,0.25
32250,Jacksonville Beach,FL,Duval,30.2801,-81.4165,"232,900.00","330,538.00","487,347.00",1.09,0.47
32202,Jacksonville,FL,Duval,30.3299,-81.6517,"83,491.00","120,207.00","190,938.00",1.29,0.59
32204,Jacksonville,FL,Duval,30.3189,-81.6854,"132,061.00","203,159.00","305,362.00",1.31,0.50
32205,Jacksonville,FL,Duval,30.3172,-81.722,"101,656.00","135,271.00","230,746.00",1.27,0.71
32206,Jacksonville,FL,Duval,30.3511,-81.6488,"40,850.00","40,346.00","95,888.00",1.35,1.38
32207,Jacksonville,FL,Duval,30.2908,-81.6321,"111,190.00","149,133.00","232,961.00",1.10,0.56
32208,Jacksonville,FL,Duval,30.3937,-81.6889,"36,296.00","46,831.00","136,236.00",2.75,1.91
32209,Jacksonville,FL,Duval,30.3584,-81.692,"33,098.00","35,689.00","89,771.00",1.71,1.52
32210,Jacksonville,FL,Duval,30.2687,-81.7473,"94,686.00","117,379.00","190,362.00",1.01,0.62
32211,Jacksonville,FL,Duval,30.348,-81.5882,"95,559.00","121,460.00","204,172.00",1.14,0.68
32216,Jacksonville,FL,Duval,30.2787,-81.5831,"107,940.00","144,727.00","227,615.00",1.11,0.57
32217,Jacksonville,FL,Duval,30.2407,-81.617,"146,605.00","179,876.00","273,792.00",0.87,0.52
32218,Jacksonville,FL,Duval,30.4507,-81.6626,"118,701.00","158,599.00","250,343.00",1.11,0.58
32219,Jacksonville,FL,Duval,30.4034,-81.7635,"102,182.00","137,565.00","225,986.00",1.21,0.64
32220,Jacksonville,FL,Duval,30.329,-81.8176,"114,496.00","147,596.00","237,977.00",1.08,0.61
32221,Jacksonville,FL,Duval,30.2837,-81.8202,"122,246.00","159,262.00","251,852.00",1.06,0.58
32222,Jacksonville,FL,Duval,30.2292,-81.8131,"136,897.00","181,591.00","271,794.00",0.99,0.50
32223,Jacksonville,FL,Duval,30.1548,-81.63,"188,834.00","239,589.00","350,957.00",0.86,0.46
32224,Jacksonville,FL,Duval,30.3031,-81.4404,"203,282.00","270,886.00","387,719.00",0.91,0.43
32225,Jacksonville,FL,Duval,30.351,-81.5061,"152,235.00","205,902.00","310,286.00",1.04,0.51
32226,Jacksonville,FL,Duval,30.4735,-81.5448,"168,450.00","214,027.00","313,540.00",0.86,0.47
32234,Jacksonville,FL,Duval,30.2757,-81.9686,"111,711.00","147,073.00","232,237.00",1.08,0.58
32244,Jacksonville,FL,Duval,30.2231,-81.7556,"98,355.00","132,371.00","217,795.00",1.21,0.65
32246,Jacksonville,FL,Duval,30.2933,-81.5092,"123,710.00","171,914.00","266,716.00",1.16,0.55
32254,Jacksonville,FL,Duval,30.3415,-81.7358,"35,117.00","36,529.00","114,813.00",2.27,2.14
32256,Jacksonville,FL,Duval,30.2214,-81.5571,"150,110.00","190,592.00","269,545.00",0.80,0.41
32257,Jacksonville,FL,Duval,30.1927,-81.605,"146,091.00","190,834.00","291,183.00",0.99,0.53
32258,Jacksonville,FL,Duval,30.1459,-81.5739,"170,125.00","224,257.00","320,462.00",0.88,0.43
32277,Jacksonville,FL,Duval,30.3704,-81.5864,"118,389.00","150,330.00","243,510.00",1.06,0.62
33179,Miami,FL,Miami-Dade,25.9571,-80.1814,"96,349.00","157,180.00","206,949.00",1.15,0.32
33036,Islamorada,FL,Monroe,24.9233,-80.63,632479,"756,754.00","949,679.00",0.50,0.25
32148,Interlachen,FL,Putnam,29.627,-81.8894,"72,012.00","83,838.00","144,952.00",1.01,0.73
33785,Indian Rocks Beach,FL,Pinellas,27.8868,-82.8435,"280,918.00","402,373.00","593,572.00",1.11,0.48
33930,Felda,FL,Hendry,26.5398,-81.4356,"118,117.00","199,604.00","273,044.00",1.31,0.37
34142,Immokalee,FL,Collier,26.1844,-81.4152,"109,784.00","169,653.00","238,755.00",1.17,0.41
32334,Hosford,FL,Liberty,30.3639,-84.8054,"49,002.00","68,990.00","104,964.00",1.14,0.52
32360,Telogia,FL,Liberty,30.3511,-84.8203,"28,405.00","42,570.00","62,065.00",1.19,0.46
32648,Horseshoe Beach,FL,Dixie,29.4869,-83.2616,"101,269.00","135,568.00","164,143.00",0.62,0.21
33030,Homestead,FL,Miami-Dade,25.4766,-80.4839,"117,217.00","203,693.00","327,251.00",1.79,0.61
33031,Homestead,FL,Miami-Dade,25.5323,-80.5075,"272,900.00","385,285.00","584,579.00",1.14,0.52
33033,Homestead,FL,Miami-Dade,25.4906,-80.438,"107,523.00","197,677.00","309,252.00",1.88,0.56
33035,Homestead,FL,Miami-Dade,25.4573,-80.4572,"94,390.00","169,514.00","241,759.00",1.56,0.43
33847,Homeland,FL,Polk,27.8178,-81.8245,"68,307.00","94,837.00","178,403.00",1.61,0.88
32564,Holt,FL,Okaloosa,30.7416,-86.7198,"124,018.00","121,924.00","200,034.00",0.61,0.64
34217,Bradenton Beach,FL,Manatee,27.4859,-82.7102,"408,946.00","568,936.00","783,155.00",0.92,0.38
33019,Hollywood,FL,Broward,26.007,-80.1219,"253,339.00","380,788.00","437,079.00",0.73,0.15
33020,Hollywood,FL,Broward,26.0161,-80.1517,"110,973.00","188,218.00","296,612.00",1.67,0.58
33021,Hollywood,FL,Broward,26.0218,-80.1891,"151,325.00","245,558.00","349,276.00",1.31,0.42
32117,Daytona Beach,FL,Volusia,29.2353,-81.0658,"73,740.00","99,456.00","181,318.00",1.46,0.82
33455,Hobe Sound,FL,Martin,27.0813,-80.1509,"206,122.00","290,199.00","411,640.00",1.00,0.42
32046,Hilliard,FL,Nassau,30.6884,-81.9345,"114,031.00","162,307.00","262,778.00",1.30,0.62
33846,Highland City,FL,Polk,27.9647,-81.8672,"49,798.00","81,161.00","162,945.00",2.27,1.01
32643,High Springs,FL,Alachua,29.841,-82.6156,"136,245.00","164,256.00","237,169.00",0.74,0.44
33010,Hialeah,FL,Miami-Dade,25.8325,-80.2808,"148,979.00","248,595.00","377,552.00",1.53,0.52
33012,Hialeah,FL,Miami-Dade,25.8654,-80.3059,"122,874.00","206,912.00","296,475.00",1.41,0.43
33013,Hialeah,FL,Miami-Dade,25.8594,-80.2725,"154,090.00","258,707.00","388,741.00",1.52,0.50
33014,Hialeah,FL,Miami-Dade,25.8963,-80.3063,"143,211.00","231,042.00","315,875.00",1.21,0.37
33016,Hialeah,FL,Miami-Dade,25.8803,-80.3368,"104,137.00","173,503.00","229,426.00",1.20,0.32
33018,Hialeah,FL,Miami-Dade,25.9098,-80.3889,"169,666.00","280,922.00","376,340.00",1.22,0.34
32640,Hawthorne,FL,Alachua,29.574,-82.1056,"88,907.00","110,193.00","174,631.00",0.96,0.58
32333,Havana,FL,Gadsden,30.6092,-84.4143,"107,057.00","157,000.00","197,256.00",0.84,0.26
32145,Hastings,FL,Saint Johns,29.7051,-81.4909,"90,508.00","114,978.00","198,357.00",1.19,0.73
32044,Hampton,FL,Bradford,29.8575,-82.1483,"87,865.00","131,728.00","169,187.00",0.93,0.28
33009,Hallandale,FL,Broward,25.985,-80.1407,"130,407.00","202,261.00","239,682.00",0.84,0.19
33844,Haines City,FL,Polk,28.1145,-81.6201,"98,919.00","142,317.00","229,456.00",1.32,0.61
33707,Saint Petersburg,FL,Pinellas,27.7549,-82.7208,"119,564.00","182,236.00","319,252.00",1.67,0.75
32561,Gulf Breeze,FL,Santa Rosa,30.3571,-87.1639,"311,114.00","388,403.00","577,901.00",0.86,0.49
32563,Gulf Breeze,FL,Santa Rosa,30.3962,-87.0274,"183,426.00","216,763.00","340,827.00",0.86,0.57
32332,Gretna,FL,Gadsden,30.6171,-84.6599,"34,592.00","42,684.00","51,514.00",0.49,0.21
32443,Greenwood,FL,Jackson,30.8667,-85.1153,"57,772.00","85,042.00","109,327.00",0.89,0.29
32331,Greenville,FL,Madison,30.4512,-83.6474,"49,845.00","77,083.00","109,876.00",1.20,0.43
32357,Shady Grove,FL,Taylor,30.288,-83.6318,"53,245.00","79,317.00","108,730.00",1.04,0.37
33413,West Palm Beach,FL,Palm Beach,26.6555,-80.1596,"155,005.00","249,593.00","362,984.00",1.34,0.45
33415,West Palm Beach,FL,Palm Beach,26.656,-80.126,"75,184.00","136,484.00","217,330.00",1.89,0.59
33463,Lake Worth,FL,Palm Beach,26.5955,-80.1291,"115,360.00","200,748.00","305,900.00",1.65,0.52
33467,Lake Worth,FL,Palm Beach,26.6104,-80.1683,"186,588.00","284,726.00","391,032.00",1.10,0.37
32043,Green Cove Springs,FL,Clay,29.9983,-81.7647,"150,808.00","180,873.00","280,808.00",0.86,0.55
33618,Tampa,FL,Hillsborough,28.0763,-82.4852,"167,183.00","243,803.00","367,328.00",1.20,0.51
33624,Tampa,FL,Hillsborough,28.079,-82.5268,"135,732.00","206,588.00","329,930.00",1.43,0.60
32949,Grant,FL,Brevard,27.9289,-80.5264,"238,823.00","320,877.00","480,876.00",1.01,0.50
32442,Grand Ridge,FL,Jackson,30.7148,-85.021,"63,040.00","94,762.00","122,340.00",0.94,0.29
32735,Grand Island,FL,Lake,28.8866,-81.7391,"121,246.00","162,062.00","261,162.00",1.15,0.61
32440,Graceville,FL,Jackson,30.9426,-85.5136,"59,550.00","85,035.00","105,660.00",0.77,0.24
33170,Miami,FL,Miami-Dade,25.5584,-80.4582,"140,774.00","243,495.00","373,243.00",1.65,0.53
34140,Goodland,FL,Collier,25.9248,-81.6456,"212,643.00","300,533.00","413,249.00",0.94,0.38
33143,Miami,FL,Miami-Dade,25.7022,-80.2978,"308,689.00","489,193.00","619,039.00",1.01,0.27
32040,Glen Saint Mary,FL,Baker,30.2861,-82.2041,"102,905.00","164,994.00","229,022.00",1.23,0.39
33534,Gibsonton,FL,Hillsborough,27.8411,-82.3698,"111,694.00","175,467.00","270,605.00",1.42,0.54
32139,Georgetown,FL,Putnam,29.3842,-81.6183,"86,689.00","112,766.00","177,602.00",1.05,0.58
32732,Geneva,FL,Seminole,28.7503,-81.1114,"222,478.00","302,787.00","426,357.00",0.92,0.41
32601,Gainesville,FL,Alachua,29.6489,-82.325,"114,082.00","127,721.00","202,692.00",0.78,0.59
32603,Gainesville,FL,Alachua,29.6515,-82.3493,"194,822.00","237,510.00","321,995.00",0.65,0.36
32605,Gainesville,FL,Alachua,29.6785,-82.3679,"149,768.00","167,324.00","246,358.00",0.64,0.47
32606,Gainesville,FL,Alachua,29.6954,-82.4023,"173,133.00","200,069.00","284,072.00",0.64,0.42
32607,Gainesville,FL,Alachua,29.6456,-82.4033,"132,867.00","153,405.00","228,380.00",0.72,0.49
32608,Gainesville,FL,Alachua,29.6132,-82.3873,"167,646.00","194,615.00","270,079.00",0.61,0.39
32609,Gainesville,FL,Alachua,29.7005,-82.308,"97,240.00","102,927.00","172,489.00",0.77,0.68
32641,Gainesville,FL,Alachua,29.6824,-82.2014,"80,189.00","83,927.00","144,934.00",0.81,0.73
32653,Gainesville,FL,Alachua,29.7728,-82.3782,"163,797.00","186,321.00","266,035.00",0.62,0.43
32259,Saint Johns,FL,Saint Johns,30.0815,-81.5477,"246,995.00","309,199.00","435,376.00",0.76,0.41
33843,Frostproof,FL,Polk,27.7211,-81.5148,"69,748.00","87,009.00","154,565.00",1.22,0.78
32439,Freeport,FL,Walton,30.4896,-86.1684,"164,104.00","204,936.00","324,948.00",0.98,0.59
33172,Miami,FL,Miami-Dade,25.7735,-80.3572,"106,747.00","175,191.00","227,884.00",1.13,0.30
33174,Miami,FL,Miami-Dade,25.7628,-80.3611,"147,207.00","249,638.00","335,489.00",1.28,0.34
32438,Fountain,FL,Bay,30.4753,-85.4293,"71,774.00","86,083.00","123,435.00",0.72,0.43
32038,Fort White,FL,Columbia,29.9207,-82.6879,"94,221.00","147,915.00","222,501.00",1.36,0.50
32547,Fort Walton Beach,FL,Okaloosa,30.4487,-86.6255,"149,766.00","173,552.00","279,184.00",0.86,0.61
32548,Fort Walton Beach,FL,Okaloosa,30.4206,-86.6286,"149,138.00","179,108.00","295,025.00",0.98,0.65
33931,Fort Myers Beach,FL,Lee,26.4527,-81.9501,"332,677.00","434,878.00","547,331.00",0.65,0.26
33901,Fort Myers,FL,Lee,26.6204,-81.8725,"89,318.00","163,294.00","239,354.00",1.68,0.47
33905,Fort Myers,FL,Lee,26.6693,-81.7605,"87,708.00","159,055.00","240,103.00",1.74,0.51
33907,Fort Myers,FL,Lee,26.5681,-81.8736,"82,407.00","140,923.00","188,780.00",1.29,0.34
33908,Fort Myers,FL,Lee,26.5025,-81.9276,"189,554.00","259,275.00","317,088.00",0.67,0.22
33912,Fort Myers,FL,Lee,26.4972,-81.8246,"202,340.00","280,884.00","340,795.00",0.68,0.21
